video_id,title,upload_date,keyword,transcription,drop-flag
1MA7HIZYLBE,I dati della qualità dell'aria in Umbria 2019,4 years ago,qualità dell'aria,"Partiamo da quello che è la normativa di riferimento che deriva dall'applicazione della direttiva 2850 della Comunità Europea che è stata recepita con il decreto legislativo 155 del 2012, poi con alcune modifiche successive. La normativa individua precisamente quali sono i parametri da tenere sotto controllo ai fini della qualità dell'aria, che sono il biossido di zolfo, il biossido di azoto, il benzene, il monossido di carbono, in particolare PM10 e PM25, il contenuto, la speciazione del particolato in piombo arsenico, cadmio e nickel, poi lo zono e il benzopirene. Inoltre è prevista sempre da questa norma di seguire quelle che sono le deposizioni al suolo degli inquinanti, in particolare metalli e liquidatori con i cicli aromatici. Noi sistematicamente sia nel particolato sia nelle deposizioni seguiamo anche l'andamento delle diossine, furani e PCB. La rete regionale di monitoraggio è costituita praticamente da 16 centranee che fanno parte della rete regionale, stabilite così dal piano regionale di quanta dell'aria e 9 che fanno parte invece delle reti industriali, quelle che sono state prescritte nelle istruttori aria alle maggiori aziende dell'Umbria. La rete, adesso qui è un po' sviadita questa cosa qui, però praticamente sono coinvolti di maggiori città dell'Umbria e praticamente Centroipiano individua una zionizzazione che individua la zona di valle, che praticamente sono Perugia più la Valle del Tevere e la Valle Umbra, la zona collinare montuosa e la concatenare. Ecco, la zona collinare montuosa è quello che non è appunto la Valle del Tevere, la Valle Umbra e concatenare. Ovviamente sono individuate per ogni zona un tot di centraline e i parametri che devono essere seguiti con una strumentazione che è seguita in qualità, quindi con le norme che sempre la norma individua e con l'ausilio anche di un centro di literatura e con un centro per la pesatura del particolare. Quotidianamente questi dati sono leggibili in internet con anche una descrizione sintetica con dei colori fondamentalmente che vanno dal verde al rosso e con una leggenda che permette di distinguere con le categorie che si dicevano prima buone, accettabili e scadenti. Veniamo al particolato di M10. L'anno 2019 ha visto praticamente il rispetto di tutti i limiti, sia la media annuale che il limite dei superamenti, che sono 35 nel corso dell'anno, e la media annuale è 40 microgrammi al metro cubo, e praticamente nella provincia di Perugia, cioè quella che è la vecchia provincia, ormai sono alcuni anni che si rispetta questo limite. Per quest'anno anche nella concatenata praticamente abbiamo avuto tutta la provincia di Termi in rispetto di tutti i due limiti. C'è questa cosa di maratta che però noi abbiamo avuto nel giugno 2019 un'intrusione sariana molto lunga che ha causato praticamente quattro superamenti dei limiti. Questi diciamo a norma di legge vanno tolti dai superamenti globali. Praticamente nel momento in cui lo faremo questi giorni, con la Regione andrà appunto concordato il fatto che almeno questi quattro giorni possono essere sicuramente, però perché nel mese di giugno sicuramente, andando a vedere quello che è l'andamento nel corso degli ultimi dieci anni, vediamo sempre nella zona di valle, che è appunto quella di Cera Perusa, delle terre, delle valle Umbra, la media è consolidata al di sotto del limite, la media annuale è alinsotto del limite, con valori che si approssimano a quelle che sono le linee di guida dell'OMS, come in particolato il BM10. Anche, ancora meglio diciamo, nella zona collinare montuosa, per intenderci, sono tutto il lago Trasimeno, Gubbio, Amelia, ecco questa è la zona colinare montuosa. Qui addirittura siamo sui livelli indicati dalle OMS. Il particolato M10 invece la concaternana è quella che ovviamente pur rispettando i limiti riscontra i valori più alti. Anche le stazioni industriali non ci sono, diciamo che siamo lì sotto dei limiti. Per quello che riguarda i superamenti come vedete qui lacia di Perugia, siamo andati nel corso degli anni a un miglioramento abbastanza marcato e diciamo che è un po' in questa intendenza insieme a quello che è l'innovamento del parco autoveicolo circolante. Il segno che queste zone erano particolarmente interessate da questo tipo di inquinamento. Per quello che riguarda la corda montuosa, pure se non abbiamo mai avuto dei problemi negli ultimi anni, la concaternana con il 2019 siamo rientrati al di sotto di quello che è il limite in tutte le centraline, comprese quelle industriali con il discorso che dicevamo prima su Monastan. Il PM2.5 si situa praticamente nella provincia di Perugia al di sotto di quel che è il valore obiettivo individuato a lungo termine. Quindi questa è una cosa da mettere in evidenza. Anche a Terni siamo su questi livelli. Per quello che riguarda le centrali industriali siamo di poco sopra questo valore. Questo è un fatto molto importante perché è il particolato PM2.5 quello che è individuato come più dannoso per la salute perché è quella che attraversa, che arriva alle vie respiratorie più profondi La media annuale del PM25 nella zona di valle, nel corso degli anni, è stata molto stabile e sempre intorno a quello che è il valore obiettivo. Per la zona collina remontuosa siamo proprio sempre stati sotto a questo valore e anche nella concatenata che abbiamo avuto degli anni in cui siamo andati oltre il limite per il PM2.5, negli ultimi 3-4 anni c'è un trend di miglioramento fino ad arrivare appunto al 2019 con i valori non solo sotto il limite ma a livello del valore obiettivo. L'ossido di azoto, l'NO2, in tutta la regione abbiamo, vedete tutto verde, abbiamo sia per quello che riguarda la media annuale, sia per quello che è il massimo valore medio orario, nettamente entro i limiti. Anche per quello che riguarda le centraline della rete industriale. Il trend è quello di miglioramento con ultimi anni abbastanza stabile, sia nella zona male, maggior ragione nella zona collinare puntuosa dove il valore è praticamente la metà delle limite, e anche nella concatenata abbiamo dei valori molto contenuti, così pure come per le stazioni industriali. Il benzo a pirene nel corso del 2019 è rimasto in tutte le centraline di sotto del valore obiettivo che è un micogramma metro cubo. Abbiamo un nanogramma. Abbiamo solo Città di Castello che ha un valore di 1, insomma 0,97, a dir la verità. Nel corso degli anni, anche qui diciamo, abbiamo avuto un periodo di innalzamento di questo valore e in questi ultimi due anni c'è un abbassamento abbastanza generalizzato. Il niker, che si diceva prima che è un po' il tracciante per le acciaglierie, ha rispettato il valore obiettivo in tutte le postazioni e anche qui vediamo un trend di miglioramento con due o tre anni diciamo in cui abbiamo rispetto del limite. Vedete la drastica riduzione di Prisciana nella curva azzurra. I dati 2019 quindi possiamo dire che sono molto positivi, tutti i parametri rispettano i limiti e anche i valori obiettivo sono raggiunti, tranne per lo zono che diciamo ha un discorso un po' a parte, almeno nell'area mediterranea questo è un problema aperto diciamo però sono valori obiettivi da cui temere e quindi non sappiamo nemmeno come si verrà assestata la normativa europea rispetto a questo inquinante. Forse l'Italia dovrebbe avere una voce un pochino più forte su quelli che sono i limiti della zona. Però questo è il 2020 fino ad oggi. Noi abbiamo alcune centraline in cui siamo prossimo ai 30 superamenti a giugno. Ecco, per dire che il meteo influenza molto. I 20 giorni di inversione termica continua che si è avuta a gennaio sono stati determinati da questo punto di vista, cioè con poi un lungo periodo di siccità e come vediamo sono già 28 alle grazie sono 30 malatta, insomma ci sono una serie di superamenti che diciamo se verrà un novembre-dicembre come il 2019 forse possiamo anche rimanerci dentro i limit, ma se si ripetono inversioni termiche che normalmente si hanno in questo periodo, appunto novembre-dicembre, probabilmente è difficile che sarà rispettato.",0
Oh_2FSAGegk,Qualità dell'aria a Terni supera la soglia annuale di sforamento,1 month ago,qualità dell'aria,"Il superamento della soglia di 35 sforamenti annui per il limite di concentrazione in atmosfera di PM10, prevista dal decreto legislativo numero 155 del 2010 nella centralina urbana Le Grazie di Terni richiede l'immediata presa in carico di una revisione degli attuali strumenti in campo per la tutela della qualità dell'aria. È quanto dichiara l'assessore regionale all'ambiente Thomas De Luca, che prosegue, un superamento, rilevato nuovamente dopo quattro anni, che si accompagna a quelli costantemente registrati negli anni nella centralina industriale di Maratta nonché al superamento dei valori obiettivo per il nickel in quella di Prisciano. Lo scorporo delle rilevazioni attribuibili a fenomeni di carattere naturale, come le polveri sariane, non cambia l'impatto che tale esposizione ha europea verso la Regione Umbria. Per questo avanzerò nelle prossime ore al Ministero dell'Ambiente e della Sicurezza Energetica una richiesta di revisione e rifinanziamento dell'accordo di programma per l'adozione di misure per il miglioramento della qualità dell'aria nella Regione Umbria.",0
tjsXDcleqto,TERNI E NARNI: 25 MILIONI PER IL RISANAMENTO DELLA QUALITA'    DELL'ARIA,2 years ago,qualità dell'aria,Il risanamento della qualità dell'area della conca ternana è stato il tema centrale dell'incontro che si è svolto al Teatro Manini di Narni per la campagna divulgativa dei comuni di Terni e Narni con la collaborazione di ARPA Umbria nell'ambito dell'accordo di programma sottoscritto tra Regione Umbria e Ministero dell'Ambiente. L'accordo che va a integrare il programma sottoscritto tra Regione e Umbria. Il Ministero dell'Ambiente del 7 dicembre scorso prevede 25 milioni di euro per l'U di un libro che ci fa capire come può crescere la consapevolezza della tutela dell'ambiente anche all'interno della vita di tutti noi.,0
Ulorq79Mglc,Qualità dell'aria: «A Terni notevoli criticità»,1 year ago,qualità dell'aria,"Sì, diciamo che la classifica di quest'anno di ecosistema urbano fotografa una situazione che è un po' simile a quella dello scorso anno, cioè i primi e gli ultimi rimangono gli stessi, c'è però qualche cambiamento all'interno dei comuni che si muovono nelle posizioni intermedie, con il comune di Castiglione del Lago che ospitiamo stamattina nella conferenza stampa che migliora di tre posizioni la propria classifica. Per tutti gli altri si mantengono i punteggi e le valutazioni fatte negli anni precedenti. Nel caso specifico del comune di Terni, dove siamo qui stamattina ospiti durante la conferenza stampa, il comune di Terni mantiene ovviamente delle criticità notevoli sul tema della qualità dell'aria. Le performance che riguardano la qualità dell'aria migliorano leggermente a Terni, cioè rispetto allo scorso anno, ma rimangono comunque nel contesto umbro le più problematiche. Poi l'altro tema su cui sta non sta facendo bene la città di Terni c'è sicuramente il tema del consumo di suolo che è cresciuto anche nel 2021, poi c'è il tema degli incidenti stradali che sono anche questi cresciuti in maniera sostanziale sia rispetto all'anno precedente sia rispetto al contesto generale dell'Umbria, mentre si mantengono performance elevate per quello che riguarda ad esempio la gestione dei rifiuti dove la percentuale di raccolta differenziata resta elevata anche se è peggiorata un po' la qualità di in corso, soprattutto per quello che riguarda il tema della mobilità, ad esempio con la costruzione di percorsi ciclabili di zone 30 che dovrebbero poter affrontare il tema della qualità dell'aria oltre che a quello della mobilità e quindi ci aspettiamo dei risultati migliori nei prossimi anni, però dobbiamo anche verificare cosa sta accadendo. Il dato del consumo di suolo è particolarmente importante e da attenzionare perché poi porta con sé anche l'aumento di domanda di mobilità. Tipicamente quello che si costruisce in questi anni non sono nuove residenze perché tutti i comuni umbri, i terni in compresa, stanno perdendo residenti in realtà, quindi diminuisce la popolazione residente, aumentano però le aree commerciali, costruite in aree periferiche, che volta chiedono diciamo di essere raggiunte tipicamente con l'automobile quindi generano nuova mobilità e nuova necessità di utilizzo di auto e quindi questo è un tema su cui porre in particolare attenzione perché porta con sé poi una serie di tematiche che proviamo ad affrontare e a raccontare con questo report che fa vedere oltre ai singoli dati ambientali anche la forte interconnessione che c'è tra di loro. Nella classifica qual è il comune che ha i dati più negativi? Allora, i due comuni che sono in coda alla classifica anche quest'anno sono il comune di Foligno e il comune di Spoleto. Sono due comuni che pagano un peggioramento importante sulla qualità dell'aria e poi pagano soprattutto una gestione dei rifiuti, del tema rifiuti con performance particolarmente basse e questo resta l'elemento più critico. Poi c'è un dato importante e non ancora affrontato di dispersione idrica, cioè di acquedotti che perdono acqua durante il loro percorso e che quindi determinano un sovracconsumo di questa risorsa e poi tutti questi comuni hanno bassissimi dati anche dal punto di vista della presenza di fonti di energia rinnovabile, quindi non stanno facendo quella transizione energetica ed ecologica che invece tutti quanti si auspicano e sono particolarmente lenti a modificare questi temi. Sono comuni dove la performance è bassa ma su cui dobbiamo lavorare tutti insieme perché inevitabilmente tutti i comuni, anche quelli che sono nelle prime posizioni, hanno temi su cui lavorare, hanno criticità e temi su cui occorre lavorare. Quindi questo caratterizza tutti i comuni, in particolare quelli che si trovano in fondo alla classifica ovviamente.",0
ocL4mWuKP-k,Misurare la qualità dell’aria: riuniti all’Arpa di Terni tutti i laboratori mobili SNPA,2 weeks ago,qualità dell'aria," Siamo qui nel piazzale accanto alla sede Arpa di Termi perché stiamo ospitando una prova interlaboratoria nazionale per la qualità dell'aria. In pratica tutte le regioni d'Italia hanno mandato i propri laboratori mobili, i propri campionatori in questa sede e rimarranno qui per quasi un mese e mezzo per monitorare contemporaneamente la qualità dell'aria. Questo permetterà alla fine di questa prova di avere un confronto sulle capacità di misura e di analisi e poter uniformare i metodi, le accuratezze per poter avere quindi una riferibilità di tutte quante le misure di qualità dell'aria tra di noi in Italia e con il laboratorio di richiedimento nazionale di Ispra che qua a sua volta fa la stessa prova a livello europeo. Quindi questo garantisce non solo la qualità delle misure ma garantisce anche che l'aria che viene misurata qui viene misurata nella stessa maniera, con la stessa accuratezza in qualunque altra parte d'Italia e d'Europa. Questo è un processo di continuo miglioramento che prevede la legge proprio per poter rendere dei valori di qualità dell'aria che siano utili, accurati e possano essere utilizzati poi dopo per i decisori politici per poter intraprendere le migliori politiche per garantire la buona qualità dell'aria alla popolazione. ambientale per gli studenti delle scuole dei comuni di Terni e Nardi. Nell'ambito delle risorse stanziate dal Ministero per l'Accordo di Programma, Regione Umbria con i comuni di Terni e Nardi e il supporto scientifico di Arfa Umbria hanno organizzato questa serie di incontri, prima con i docenti per mettere a sistema le conoscenze, per poi incontrare gli studenti nella nostra biblioteca nel corso di questa stagione tra febbraio e marzo e parlare dei temi della qualità dell'aria, dell'energia, delle energie rinnovabili, stili di vita sostenibili. Tutto questo per sensibilizzare i nostri ragazzi sui comportamenti individuali e come questi impattano anche sulla qualità dell'aria.",0
qWc_EYgZgbQ,Servizio TGR Umbria su rapporto Mal'aria 2025,4 days ago,qualità dell'aria,"Secondo l'ultimo rapporto di Lega Ambiente sulla qualità dell'aria, Terni è la deciannovesima città più inquinata d'Italia e per l'associazione ambientalista deve ridurre la presenza di polveri fini nell'aria di oltre il 28 per cento entro il 2030 per sordisfare i nuovi limitioni locali. Il problema è anche le altre centraline che danno comunque dei livelli di polveri sottili molto vicini al limite di legge. E poi parliamo dei limiti di legge attuali. Se consideriamo i limiti che entreranno nel 2030, si deve arrivare a migliorare almeno di un 35% la qualità dell'aria attuale. E questo è un dato che ci preoccupa perché non c'è stato nell'ultimo periodo un miglioramento, ma anzi rispetto al 2023 torniamo a essere fuori dai livelli di legge. Il problema emissioni non riguarda solo le attività industriali che sono monitorate da anni. Insieme all'industria che ha avuto una tendenza al miglioramento per quanto riguarda l'abbattimento delle emissioni, bisogna tenere sotto controllo sia l'aspetto del traffico che è in estrema aumento, sia il tema dell'efficientamento energetico degli edifici, sia pubblici che privati. Con le nuove regole in vigore dal 2030, che fissano la soglia di PM10 a 20 microgrammi per metro cubo, su 98 capoluoghi di provincia monitorati, 70 sarebbero fuori legge.",0
iSVGbGmWFaQ,"Weekend a Roma, 5 eventi da non perdere l'8 e il 9 febbraio",2 days ago,qualità dell'aria,NA,1
av07Fx9UBsk,"Terni, qualità dell'aria: «Manca un piano di prevenzione primaria»",6 years ago,qualità dell'aria,"L'epidemiologia e gli studi ambientali ci dicono delle cose. Quello che manca è la prevenzione. Cioè manca un piano di prevenzione primaria, fatto bene, che peraltro coinvolga anche un livello statale, perché noi ci rendiamo conto che qui l'interlocutore si chiama ThyssenKrupp, è un grosso produttore di rischio. Non possiamo pensare a un tecnico dell'agenzia o dell'ARPA o della ARS che va, affronta di sé il gruppo e porta a casa il risultato. Noi vogliamo che nel nuovo piano della prevenzione 2019-2023 ci sia una sezione dedicata ai siti di interesse nazionale che affronti la situazione sito per sito e che in particolare per il terrano attivi un tavolo in cui siano previste azioni di prevenzione che riguardano il produttore di rischio, perché fino a oggi noi abbiamo visto misure di prevenzione che riguardano solo gli esposti, l'interdizione a fare l'orto, l'interdizione a curare, ad avere degli animali da cortile, magari restrizioni nell'accesso a passeggi o altre cose. Questi sono ulteriori spossessamenti, si perde il possesso di cose, ma i produttori di rischio sono in posizione di tutto riposo, quindi vogliamo che vadano, che vadano, che anche loro siano chiesti impegni. L'ultima cosa importante che abbiamo affrontato è per evitare di correre sempre dietro, una volta si apre una centrale, una volta si apre un inceneritore, un'altra volta c'è un inquinamento da ceneri, un'altra volta una discarica. Non va bene. Noi oggi abbiamo messo in discussione all'interno di vari comitati ambientali dell'Umbria, delle Marche e dell'Abruzzo la proposta di Ecodistretto. L'Ecodistretto è un dispositivo di prevenzione primaria e antispossessamento che è basato su quattro idee fondamentali. La prima è che in una regione come l'Umbria per esempio il territorio deve essere diviso in ecodistretti in base alle caratteristiche specifiche di aria, acqua e suolo, soprattutto la falda e questo territorio è un bene comune, non è disponibile ad usi che vadano contro l'utilità sociale, per cui non è possibile inquinare le matrici. Questo è il primo elemento, le matrici sono un bene comune e non possono essere inquinate. Il secondo elemento della proposta è che le agenzie, ARPA, ARS, etc., facciano la caratterizzazione delle matrici complessivamente, cioè ci dicano come sta l'acqua, come sta l'aria, come sta il sole e individuano i fattori di pressione. Il terzo punto è trasformiamo i fattori di pressione adottando i principi dell'economia circolare, cioè dobbiamo separare il ciclo tecnico dal ciclo biologico. Questo si può fare anche per l'acciaio, c'è un'esperienza in Massachusetts che va in questa direzione, solo che bisogna far muovere i produttori. Il quarto punto è che la popolazione deve avere consapevolezza sui limiti e le potenzialità delle matrici ambientali, perché noi abbiamo avuto situazioni, per esempio in Valnestore, in cui la popolazione ha utilizzato le ceneri centrali per fare il basamento per il garage, ci hanno fatto gli impianti esporti, non si rendono bene conto della tossicità o anche dell'illegittimità all'inquinamento dei matrici a mere. Cerchiamo attraverso gli audit di far assumere una coscienza sui limiti e sulle potenzialità. Ogni territorio è più o meno inquinato e alla domanda che cosa ci possiamo fare con il nostro territorio la risposta principale la devono dare i cittadini perché non possiamo fare la guardia all'esterno. I cittadini devono capire che le matrici ambientali vanno tutelate e noi dobbiamo lasciarle ai nostri figli pulite come le abbiamo trovate noi quando eravamo giovani. Adesso sono sporche, fidrate e ripure. Questo è l'impegno di Rivolubria.",0
STVAadjAsos,Qualità dell'aria e cittadinanza attiva: al via a Terni il progetto per studenti,3 years ago,qualità dell'aria,"Abbiamo proposto alla comunità di Terni un progetto di innovazione didattica che è stato finanziato dalla Fondazione del Casso di Sparmi di Terni su una nuova metodologia che stiamo proponendo di lavoro con le scuole, quindi scuole diverse che si occupano di coprire attività diverse che però vengono integrate in un percorso di innovazione, dalla ricerca al mercato. In questo caso l'esercizio è quello di realizzare delle centraline di monitoraggio ambientale per il controllo della qualità dell'aria. Per questo motivo tra i partner e il Red Tutor, quindi che noi coinvolgiamo nel progetto, alfini formativi, sia dei docenti ma soprattutto delle nuove generazioni, è coinvolta l'ARPAD Umbria, che ci sta ospitando non solo come tutor ma anche come centraline all'interno delle quali noi andiamo a installare i sensori che stiamo sviluppando oggi come ricerca Trento, ma poi verranno anche installati quelli che faremo insieme alle scuole, perché le scuole realizzeranno loro stessi delle centraline. Ed è con asce quindi questo giumellaggio che noi speriamo possa andare avanti e aiutare anche il territorio ternano ad avere un'acquisizione di dati più diffusa basato su questo tipo di sensori. Noi abbiamo accettato subito la propostaosta della fondazione Bruno Kessler per questo progetto che va a coinvolgere nella sua attività circa 150 studenti che è fondamentale. Noi dobbiamo coinvolgere i ragazzi nell'età scolare che poi approccieranno a quello che sarà il mondo del lavoro piuttosto che al mondo universitario perché anche attraverso loro possiamo fornire una mentalità ambientale anche ai più grandi, perché loro torneranno a casa e formeranno nelle nostre famiglie questi aspetti. Quindi anche coinvolgerli nella costruzione di strumenti che saranno poi deputati al monitoraggio dell'area è fondamentale. Noi come Arpa Umbria gestiamo la rete regionale delle centraline, sono circa 20 centraline su tutto il territorio regionale, ce ne sono 5 nella Conca Ternana, un'altra è ad Amelia, quindi 6 nella provincia di Terni, altri sono a Spoleto, Folinio, Perugia e nell'alto territorio dell'Urla. Monitoriamo la temperatura dell'aria e andiamo a valutare le principali fonti di inquinamento provenienti, possiamo raggrupparle in tre elementi fondamentali che è l'attività industriale, il traffico veicolare e il riscaldamento comestico. Quindi noi monitoriamo alcuni inquinanti legati a queste tre principali componenti, forniamo annualmente la qualità dell'aria basata su il monitoraggio da gennaio a dicembre e quando sentiamo parlare di sforamenti del famoso PM10 piuttosto che 251 ci basiamo sugli sforamenti che sono previsti annualmente su scala, mi credo che sono per esempio per il PM10 su un numero massimo di 35 l'anno misurati su 50 microcambi metro cubo di area sulle 24 ore giornali. In funzione di questo poi ovviamente vanno preso delle condizioni di miglioramento anche su base e base comunale. Noi stiamo portando avanti oltre a questa rete regionale anche altri progetti che sono il progetto Airselfy 2 che vedrà la sua presentazione fra due giorni, venerdì, in una conferenza stampa unitamente appunto alla formazione Bruno Kessler per questo progetto per Navia.",0
fZagdueMADM,"Conferenza stampa ""Qualità dell’aria in Umbria? /Prima parte",4 years ago,qualità dell'aria,"Buongiorno a tutti e ben trovati all'ARPA o in variate. Saluto l'assessore Regionale Morroni che è presente per la presentazione di questo lavoro, il sindaco Lapini, non so adesso il sindaco Dinami non è potuto essere con noi, dovrà venire l''assessore ma comunque quando arriverà lo saluteremo. L'occasione di oggi è triplice a questo punto abbiamo fatto questo questo incontro per presentare i cani della qualità dell'aria 2019 poi abbiamo fatto un buon lavoro di cui ringrazio tutti i miei collaboratori perché durante sapete durante il covid tutte le ristrettezze, le difficoltà per muoversi, per andare in giro anche dal punto di vista psicologico visto la presenza della pandemia. Che cosa abbiamo fatto? L'occasione era unica e ripetibile, speriamo, nel senso che avere la chiusura del traffico, la chiusura delle aziende, è quindi un'occasione per capire e finalmente dare una risposta a tutte le teoriche sulla correlazione tra le fonti di inquinamento e gli inquinanti stessi, quindi un buon lavoro di cui ringrazio tutti. Abbiamo analizzato il PM10, gli ossidi azzoti, l'IPA, il levoglosano che è il tracciante per gli impianti di biomassa e quindi poi i nostri tecnici, Mara Galletti e Marco Compe che sono qui, che faranno le relazioni, ma anche tutti ringrazio tutti i collaboratori che li hanno aiutati e devo dire un lavoro veramente ottimo. Per quanto riguarda la qualità dell'aria del 2019 si confermano i dati buoni rispetto al valore medioannuale e per la prima volta dopo diversi anni c'è anche il rispetto. Un giorno saluto il senatore Griziarelli e per la prima volta dopo diversi anni c'è anche il rispetto, un giorno saluto il senatore Griziarelli, per la prima volta anche il rispetto del numero degli sforamenti di 35 che per la prima volta dopo terzo tempo vengono rispettati. Un punto importante soprattutto per Termi, chiarire subito che st andando, a mio avviso, ma i dati sono comportanti, il tracciante dell'acciaieria che era il nickel mantiene il trend di diminuzione e addirittura di rispetto del valore. Sono tre anni che tutte le centraline stanno rispettando il valore limite del migliel e per la seconda volta consecutiva, quindi sono già due anni, anche la stazione Cresciano che ovviamente è a ridosso del parco Scoria è quella che ha più, diciamo, resente degli effetti di inquinamento. Un'ultima cosa proprio rispetto al discorso del e poi lascio la parola per i saluti all'assessore e poi al sindaco, è un punto fondamentale, quello del recupero delle scorie, del nuovo progetto di copertura e trasformazione, recupero, diciamo, creare una risorsa che è quella delle scorie, creare diciamo una risorsa di economica non troppo rosea ma che speriamo si risolva in tempi meglio brevi. Adesso lascio la parola all'assessore regionale. Sono qui con estremo piacere non solo per una valutazione del merito dei dati di questa immagine che oggi viene appunto presentata e che come cenare il direttore ci offre comunque dei segni diciamo positivi, no? C'è una tendenza comunque che lascia intravedere dei miglioramenti. Ma sono qui soprattutto per testimoniare la valenza straordinaria che l'app Agra vi avrà sempre di più in futuro alla luce delle linee strategiche che intendiamo come esecutivo portare avanti. La Giunta Teselli ha intenzione di porre il tema della sostenibilità ambientale come uno degli architravi su cui poggiare lo sviluppo futuro del mure, noi siamo definiti ed autodefiniti il cuore verde d'Italia. Il cuore verde deve esserlo non solo in termini autocelebrativi o affermativi, ma deve essere un tratto identitario che poi deve trovare il puntuale riscontro. C'è del lavoro da fare, di che il tema della sostenibilità ambientale possa essere tangibilmente riscontrato e in questo percorso, che richiederà scelte, scelte importanti, scelte anche a volte in controtendenza, ma in questo cammino il ruolo dell'Alba sarà il ruolo decisivo. E mi piace essere qui agli indomani di un importante provvedimento che è stato preso dalla Salera Generale dell'Umbria in uno degli eseguti Marignoni che è stato il favore all'unanimità di un processo di riforma importante di questa realtà, teso, vedo qui davanti a me il consigliere Carissimi, che tra l'altro è stato uno dei stimolatori e dei operatori fattivi di questo processo di riforma, che la Giunta ha sostenuto e ha condiviso in pieno, che ci consegnerà un'alba più efficiente, un'alba più vicina al territorio e un'alba in grado di rafforzare ulteriormente questo ruolo strategico al sostegno delle politiche di sviluppo in materia ambientale e di salvamento anche della tutela, quindi della salute di tutti noi. Bene, grazie direttore per questo importante contributo e i migliori auguri per un profitto di lavoro nel corso del prossimo e nel presente anno. ringrazio il direttore ma anche ringrazio l'assessore Morroni per le parole che ha voluto spendere nell'intervento di saluto che mi ha preceduto. Voi sapete che come sindaco, noi come cittadini tecnici abbiamo sempre dovuto confrontarci con quella che è la tematica ambientale. Qui dobbiamo dare delle risposte. Mi è piaciuto che si è sottolineato questa funzionalità, questa importanza centrale dell'arpa in un percorso che, come si diceva prima, deve portare a caratterizzare Iumria nella sua complessità come cuore vertegitaria compresa, la nostra città di Terni e questa avvicinanza ulteriore e soprattutto questa avvicinanza ad oggi, quindi alla nostra città e all'agenzia regionale affinché si collabori in una direzione comune che è quella appunto di affrontare con le giuste, con il prospettive quello che per tanto tempo nella mia città, nella nostra città, è stato un tema spinoso, conteso da una parte e dall'altra senza che ci fosse un approccio effettivo e credibile a quelle che sono delle questioni, delle problematiche che devono, in quanto tali esistono e devono essere affrontati. Certo, i dati, confortanti in qualche modo, ci danno un minimo di soddisfazione, avendo avuto un po' la qualifichia di accettabile per la eh questo monitoraggio non può che farci piacere perché al di là di quelli che erano gli sporamenti, noi abbiamo in qualche modo anche avuto, si accennava prima, i dati su quella che era la presenza di nickel e quindi quello che è il rapporto che tante volte è stato in qualche modo messo in contrapposizione tra la grande industria e il nostro ambiente che deve essere sempre di nuovo sotto controllo metodologico ovviamente, non di contrapposizione ma tecnologica, come possiamo dire, di condivisione di quelli che possono di tutela del nostro ambiente in particolare per quanto riguarda le zone di immediata prossimità della nostra fabbrica ma anche perché da quel valore aggiunto a un sito produttivo come il nostro che soltanto un taglio innovativo dal punto di vista ambientale può conferire. Quindi ed è, devo dire, anche molto interessante l'ulteriore contributo che voi, con molta fatica da quello che ho capito visto il periodo in cui avete operato, il contributo che voi avete voluto dare in termini di rilevazione e approfondimento dei dati in un periodo straordinario come si è ricordato come quello della Covid. Dopo ci direte molto meglio di quanto io ho potuto comprendere leggendo ovviamente il rapporto, qual è stato l'esito anche se delle linee ovviamente ne ho potute comprendere. Rimane il fatto che l'unica nota è che a milani tutto il lockdown è iniziato un po' troppo tardi rispetto a quello che poteva essere uno studio che avrebbe consentito di verificare l'effetto della diminuzione di alcune attività antropiche in relazione a delle contingenze climatiche che noi spesso abbiamo nei mesi da partire da dicembre ma soprattutto nei mesi di gennaio e di febbraio. Quindi però con il tempo da cui con il meteo siete abituati a lavorare e a capire quali possono essere i vari riflessi che ha a livello di sia di temperatura, di inversione temprana, tutto quello che sono i fattori che in qualche modo incidono in maniera negativa su quella che eh sono le condizioni e la qualità della nostra area però ecco sapere che comunque sia alcune attività di un certo tipo che vengono compiute all'interno della nostra conca visto che qui ci dovrebbe essere c'è anche rappresentante di comuni inarni quindi allargare un po' quello che è l'orizzonte hanno comunque delle legature in termini ambientali quali sono ovviamente le incidenze per noi di particolare importanza. Quindi vi ringrazio per questo ulteriore contributo che oltre a quello che annualmente dava, vi ho dovuto offrire alla regione e soprattutto alla città di Terni e continueremo a collaborare sicuramente tutti insieme in vista di un obiettivo comune e quindi grazie veramente e buon lavoro a tutti noi a questo punto.",0
